GUID_A;GUID_B;Label_Type;;;Lese Datei ein ./Analysemodelle/21_22 L_TWP_Tragwerksmodell 0D Ausr Anschluss.xlsx... 
0gQaaatRz29hdrFtHOSgqG;3P36g6cvz5C8rdWZO85c$I;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;1STVORG453jR_3joKZXVHz;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1JCJhZImvB$AxeIVYMyC9n;Total;;;
05ICfHt0b6jQGuYoY158kj;0AWeagGxn4K8SQhuSKHnA$;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;3VvN1KmEn7zxWm85XNr_n_;Total;;;
0AWeagGxn4K8SQhuSKHnA$;0swePq8nLCnBPnmdwS2I4J;Total;;;
0LNv7Xum5FX89RO92ouCKV;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
1KeFpCeh5CM9s3cM_teNNz;3JphQBs7r2eOJrAQP3hHpB;Total;;;
0swePq8nLCnBPnmdwS2I4J;1FwvCMrBP6hff0fESyXnhL;Total;;;
0Z1wBDxbH6xeayFutzfara;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0JeEfxCcX0GuqDB$sitER$;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
0Zps7UP6v15v_OX_A9sUCL;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;2ebfycBi9CsBWp$kyi9U1H;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
3$b3wIbhH17Oub111pkLDF;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
2Xg$vq1dn3KfUc$UCRuFQG;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;1KeFpCeh5CM9s3cM_teNNz;Total;;;
0swePq8nLCnBPnmdwS2I4J;0zxMsMeFf3Vw37tVbf0qlT;Total;;;
19ovyKHuv1gxTe7IVaF5zo;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
0swePq8nLCnBPnmdwS2I4J;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;3qi6phczP7OuCtM2O$2tWc;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1STVORG453jR_3joKZXVHz;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
05ICfHt0b6jQGuYoY158kj;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
1KeFpCeh5CM9s3cM_teNNz;39$D4p3RvDeBum6XvJnHqf;Total;;;
3X7$pZ_e99fhYGXKMCln7S;3rjgs85Xr5WAujYpuVT5__;Total;;;
0CI83dCJPExuUk6jHv_HqA;0PNJtCD$5F6hK376rO4h89;Total;;;
13Ov1SoL12y91pIvszNN_U;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
1d6xcPEtPAzvc4tfKRn0gC;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;0swePq8nLCnBPnmdwS2I4J;Total;;;
0CI83dCJPExuUk6jHv_HqA;32BGFhErj7SRU5qku9pooD;Total;;;
05ICfHt0b6jQGuYoY158kj;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
1vARaIIRj0oRX2pyhHuzDt;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
2ebfycBi9CsBWp$kyi9U1H;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
27HhqnJu9B0vRyQqfPdiu$;3X7$pZ_e99fhYGXKMCln7S;Total;;;
0LNv7Xum5FX89RO92ouCKV;1g$zlNVOH0yxxNDZPAYtcw;Total;;;
0PNJtCD$5F6hK376rO4h89;1vARaIIRj0oRX2pyhHuzDt;Total;;;
0PNJtCD$5F6hK376rO4h89;11LIOS6UT1jPfP2Xwl8$N3;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;3Qywk57ff2geGRN0NrOnUR;Total;;;
3$b3wIbhH17Oub111pkLDF;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1KeFpCeh5CM9s3cM_teNNz;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
0swePq8nLCnBPnmdwS2I4J;3JphQBs7r2eOJrAQP3hHpB;Total;;;
2YJhYNSNX4MBm47Tp6_Asb;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
2ebfycBi9CsBWp$kyi9U1H;3P36g6cvz5C8rdWZO85c$I;Total;;;
0yrUlYlaD5iQH5qtvZru5c;3qi6phczP7OuCtM2O$2tWc;Total;;;
0swePq8nLCnBPnmdwS2I4J;3$b3wIbhH17Oub111pkLDF;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1cOJ$PkQ150edVMhMxHRUv;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;1g$zlNVOH0yxxNDZPAYtcw;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
0yrUlYlaD5iQH5qtvZru5c;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0CI83dCJPExuUk6jHv_HqA;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
2tlYZj4hDBZhpPGzvC86Hp;34hNs6SCP5KeiMUm2ucF9o;Total;;;
1joREjP1XF7A1yiYCAtg7Q;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1FwvCMrBP6hff0fESyXnhL;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;2KjJ0ItYT0xODkZHVwv9bj;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;1STVORG453jR_3joKZXVHz;Total;;;
1KeFpCeh5CM9s3cM_teNNz;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
0AWeagGxn4K8SQhuSKHnA$;0PNJtCD$5F6hK376rO4h89;Total;;;
11rrb$dvv9rPYCxRwiCQNE;3qi6phczP7OuCtM2O$2tWc;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;1joREjP1XF7A1yiYCAtg7Q;Total;;;
0PNJtCD$5F6hK376rO4h89;3VvN1KmEn7zxWm85XNr_n_;Total;;;
0swePq8nLCnBPnmdwS2I4J;39$D4p3RvDeBum6XvJnHqf;Total;;;
11rrb$dvv9rPYCxRwiCQNE;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;1KeFpCeh5CM9s3cM_teNNz;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;3qi6phczP7OuCtM2O$2tWc;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
2tlYZj4hDBZhpPGzvC86Hp;3JkBa6TvX0rAtVF3Zi2l85;Total;;;
13Ov1SoL12y91pIvszNN_U;19ovyKHuv1gxTe7IVaF5zo;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
2bb9iaRDP1w9M3PVy4bmdR;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
1kRKeXrvr2OAul$zbdfUDJ;29iu0xDujB5udMvw4Reg0L;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
05ICfHt0b6jQGuYoY158kj;0JeEfxCcX0GuqDB$sitER$;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0bhY5dK5b2D9cAfPa6iciI;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
16GSwL2a1FPPVw1Djul6P4;32BGFhErj7SRU5qku9pooD;Total;;;
1cTAfCfsr7NPSOP5xgRVBm;3rjgs85Xr5WAujYpuVT5__;Total;;;
1jCdPvHrD8c8FBvx8tV5Td;32BGFhErj7SRU5qku9pooD;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0JeEfxCcX0GuqDB$sitER$;1vARaIIRj0oRX2pyhHuzDt;Total;;;
0JeEfxCcX0GuqDB$sitER$;11LIOS6UT1jPfP2Xwl8$N3;Total;;;
19ovyKHuv1gxTe7IVaF5zo;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
1clm38N0r2PedYDEb3C372;39$D4p3RvDeBum6XvJnHqf;Total;;;
1clm38N0r2PedYDEb3C372;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
0PNJtCD$5F6hK376rO4h89;34hNs6SCP5KeiMUm2ucF9o;Total;;;
16GSwL2a1FPPVw1Djul6P4;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
2yLI$bp2n6tOR$yBmR5iTh;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;0Z1wBDxbH6xeayFutzfara;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;1joREjP1XF7A1yiYCAtg7Q;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
0swePq8nLCnBPnmdwS2I4J;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
37Hi8j$3b5cwoX$KEiBpUC;3JphQBs7r2eOJrAQP3hHpB;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
29iu0xDujB5udMvw4Reg0L;34hNs6SCP5KeiMUm2ucF9o;Total;;;
0Zps7UP6v15v_OX_A9sUCL;1STVORG453jR_3joKZXVHz;Total;;;
3X7$pZ_e99fhYGXKMCln7S;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
20Kp$Io2zDy9xUuhHJ8Q63;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1vARaIIRj0oRX2pyhHuzDt;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;11rrb$dvv9rPYCxRwiCQNE;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
0gQaaatRz29hdrFtHOSgqG;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1JCJhZImvB$AxeIVYMyC9n;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
05ICfHt0b6jQGuYoY158kj;11LIOS6UT1jPfP2Xwl8$N3;Total;;;
0VwupX169CwxxSeRdb09NA;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
0swePq8nLCnBPnmdwS2I4J;1JCJhZImvB$AxeIVYMyC9n;Total;;;
19ovyKHuv1gxTe7IVaF5zo;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
1i5Ld_9wn3muR6HLudOdm9;3JphQBs7r2eOJrAQP3hHpB;Total;;;
39GcRhJJ92$QgPLAjTa$Kp;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0Zps7UP6v15v_OX_A9sUCL;1KeFpCeh5CM9s3cM_teNNz;Total;;;
0PNJtCD$5F6hK376rO4h89;3JkBa6TvX0rAtVF3Zi2l85;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
0PNJtCD$5F6hK376rO4h89;2KjJ0ItYT0xODkZHVwv9bj;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1joREjP1XF7A1yiYCAtg7Q;Total;;;
2kiyiQ2lvENBFDb4gK8tQf;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
1KeFpCeh5CM9s3cM_teNNz;1cOJ$PkQ150edVMhMxHRUv;Total;;;
1XbqrhNIz4jQKQmvfxrbMP;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
39GcRhJJ92$QgPLAjTa$Kp;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
1cOJ$PkQ150edVMhMxHRUv;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
1cOJ$PkQ150edVMhMxHRUv;1i5Ld_9wn3muR6HLudOdm9;Total;;;
0Zps7UP6v15v_OX_A9sUCL;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
1KeFpCeh5CM9s3cM_teNNz;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
2kiyiQ2lvENBFDb4gK8tQf;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
3Qywk57ff2geGRN0NrOnUR;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
3$b3wIbhH17Oub111pkLDF;3rjgs85Xr5WAujYpuVT5__;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;19ovyKHuv1gxTe7IVaF5zo;Total;;;
1JCJhZImvB$AxeIVYMyC9n;3JphQBs7r2eOJrAQP3hHpB;Total;;;
1JCJhZImvB$AxeIVYMyC9n;3$b3wIbhH17Oub111pkLDF;Total;;;
0JeEfxCcX0GuqDB$sitER$;34hNs6SCP5KeiMUm2ucF9o;Total;;;
1kRKeXrvr2OAul$zbdfUDJ;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
32BGFhErj7SRU5qku9pooD;3X7$pZ_e99fhYGXKMCln7S;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;2YJhYNSNX4MBm47Tp6_Asb;Total;;;
0yrUlYlaD5iQH5qtvZru5c;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;27HhqnJu9B0vRyQqfPdiu$;Total;;;
11rrb$dvv9rPYCxRwiCQNE;1joREjP1XF7A1yiYCAtg7Q;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;19ovyKHuv1gxTe7IVaF5zo;Total;;;
1i5Ld_9wn3muR6HLudOdm9;39$D4p3RvDeBum6XvJnHqf;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;0yrUlYlaD5iQH5qtvZru5c;Total;;;
0Z1wBDxbH6xeayFutzfara;1clm38N0r2PedYDEb3C372;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;1joREjP1XF7A1yiYCAtg7Q;Total;;;
2rYjDpq0H5GAJH2GD9zejy;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
0LNv7Xum5FX89RO92ouCKV;2ebfycBi9CsBWp$kyi9U1H;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;3P36g6cvz5C8rdWZO85c$I;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
1STVORG453jR_3joKZXVHz;1i5Ld_9wn3muR6HLudOdm9;Total;;;
1KeFpCeh5CM9s3cM_teNNz;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;2ebfycBi9CsBWp$kyi9U1H;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
2tlYZj4hDBZhpPGzvC86Hp;32BGFhErj7SRU5qku9pooD;Total;;;
0swePq8nLCnBPnmdwS2I4J;1cOJ$PkQ150edVMhMxHRUv;Total;;;
0JeEfxCcX0GuqDB$sitER$;3JkBa6TvX0rAtVF3Zi2l85;Total;;;
1JCJhZImvB$AxeIVYMyC9n;39$D4p3RvDeBum6XvJnHqf;Total;;;
1vARaIIRj0oRX2pyhHuzDt;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
2YJhYNSNX4MBm47Tp6_Asb;3X7$pZ_e99fhYGXKMCln7S;Total;;;
1kRKeXrvr2OAul$zbdfUDJ;3$b3wIbhH17Oub111pkLDF;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;11rrb$dvv9rPYCxRwiCQNE;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;0KUOsgQ1b1EPlgC_Zyzjp0;Total;;;
0swePq8nLCnBPnmdwS2I4J;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;3rjgs85Xr5WAujYpuVT5__;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0AWeagGxn4K8SQhuSKHnA$;1i5Ld_9wn3muR6HLudOdm9;Total;;;
2Xg$vq1dn3KfUc$UCRuFQG;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;0gQaaatRz29hdrFtHOSgqG;Total;;;
11rrb$dvv9rPYCxRwiCQNE;3rjgs85Xr5WAujYpuVT5__;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
2Z5WWI_LD3aBiSmfDoWx$G;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;3Qywk57ff2geGRN0NrOnUR;Total;;;
1clm38N0r2PedYDEb3C372;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;1hgBp2TmzEvRr5FjNo8rJP;Total;;;
0JeEfxCcX0GuqDB$sitER$;0swePq8nLCnBPnmdwS2I4J;Total;;;
05ICfHt0b6jQGuYoY158kj;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
1FwvCMrBP6hff0fESyXnhL;1clm38N0r2PedYDEb3C372;Total;;;
0CI83dCJPExuUk6jHv_HqA;27HhqnJu9B0vRyQqfPdiu$;Total;;;
1JCJhZImvB$AxeIVYMyC9n;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
0VwupX169CwxxSeRdb09NA;1vARaIIRj0oRX2pyhHuzDt;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;1STVORG453jR_3joKZXVHz;Total;;;
0VwupX169CwxxSeRdb09NA;11LIOS6UT1jPfP2Xwl8$N3;Total;;;
1XbqrhNIz4jQKQmvfxrbMP;29iu0xDujB5udMvw4Reg0L;Total;;;
0LNv7Xum5FX89RO92ouCKV;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
1d6xcPEtPAzvc4tfKRn0gC;3JphQBs7r2eOJrAQP3hHpB;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;11LIOS6UT1jPfP2Xwl8$N3;Total;;;
0swePq8nLCnBPnmdwS2I4J;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
0Z1wBDxbH6xeayFutzfara;0zxMsMeFf3Vw37tVbf0qlT;Total;;;
0CI83dCJPExuUk6jHv_HqA;0yrUlYlaD5iQH5qtvZru5c;Total;;;
1clm38N0r2PedYDEb3C372;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
0Zps7UP6v15v_OX_A9sUCL;1joREjP1XF7A1yiYCAtg7Q;Total;;;
0CI83dCJPExuUk6jHv_HqA;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
0CI83dCJPExuUk6jHv_HqA;3P36g6cvz5C8rdWZO85c$I;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
0PNJtCD$5F6hK376rO4h89;32BGFhErj7SRU5qku9pooD;Total;;;
3JkBa6TvX0rAtVF3Zi2l85;3rjgs85Xr5WAujYpuVT5__;Total;;;
0yrUlYlaD5iQH5qtvZru5c;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
0Zps7UP6v15v_OX_A9sUCL;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
19ovyKHuv1gxTe7IVaF5zo;3rjgs85Xr5WAujYpuVT5__;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;1i5Ld_9wn3muR6HLudOdm9;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;1KeFpCeh5CM9s3cM_teNNz;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;3qi6phczP7OuCtM2O$2tWc;Total;;;
29iu0xDujB5udMvw4Reg0L;32BGFhErj7SRU5qku9pooD;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
0AWeagGxn4K8SQhuSKHnA$;27HhqnJu9B0vRyQqfPdiu$;GT;;;
1d6xcPEtPAzvc4tfKRn0gC;3VvN1KmEn7zxWm85XNr_n_;GT;;;
05ICfHt0b6jQGuYoY158kj;3rjgs85Xr5WAujYpuVT5__;GT;;;
1AWCSdNsHB4wb9F_j8aGQm;1kRKeXrvr2OAul$zbdfUDJ;GT;;;
0PNJtCD$5F6hK376rO4h89;1clm38N0r2PedYDEb3C372;GT;;;
39GcRhJJ92$QgPLAjTa$Kp;3zNK4ljcH0xeJ0C6VAJdTa;GT;;;
0yrUlYlaD5iQH5qtvZru5c;1i5Ld_9wn3muR6HLudOdm9;GT;;;
0WJI2Y7_53_AFuVQRhjK7k;1STVORG453jR_3joKZXVHz;GT;;;
0KUOsgQ1b1EPlgC_Zyzjp0;3PjQ6W0RTDsB2_GNR_9Ci9;GT;;;
13Ov1SoL12y91pIvszNN_U;39$D4p3RvDeBum6XvJnHqf;GT;;;
3JphQBs7r2eOJrAQP3hHpB;3XDScaZEv2LwJxlrkQ5wPf;GT;;;
2bb9iaRDP1w9M3PVy4bmdR;2tlYZj4hDBZhpPGzvC86Hp;GT;;;
0CI83dCJPExuUk6jHv_HqA;0JeEfxCcX0GuqDB$sitER$;GT;;;
0zxMsMeFf3Vw37tVbf0qlT;3lBnM_5azBh9$8ISQy6OFQ;GT;;;
2yLI$bp2n6tOR$yBmR5iTh;32BGFhErj7SRU5qku9pooD;GT;;;
11LIOS6UT1jPfP2Xwl8$N3;3JphQBs7r2eOJrAQP3hHpB;GT;;;
3P36g6cvz5C8rdWZO85c$I;3zNK4ljcH0xeJ0C6VAJdTa;GT;;;
0bhY5dK5b2D9cAfPa6iciI;27HhqnJu9B0vRyQqfPdiu$;GT;;;
11LIOS6UT1jPfP2Xwl8$N3;3$b3wIbhH17Oub111pkLDF;GT;;;
1KeFpCeh5CM9s3cM_teNNz;1kRKeXrvr2OAul$zbdfUDJ;GT;;;
39GcRhJJ92$QgPLAjTa$Kp;3lBnM_5azBh9$8ISQy6OFQ;GT;;;
0bhY5dK5b2D9cAfPa6iciI;2tlYZj4hDBZhpPGzvC86Hp;GT;;;
0dOhaXOZD7YQ9AJ0g$gWYC;29iu0xDujB5udMvw4Reg0L;GT;;;
0Z1wBDxbH6xeayFutzfara;39$D4p3RvDeBum6XvJnHqf;GT;;;
3Qywk57ff2geGRN0NrOnUR;3tQNSoEwH30OAuW0eJ8UrB;GT;;;
1joREjP1XF7A1yiYCAtg7Q;1kRKeXrvr2OAul$zbdfUDJ;GT;;;
1FwvCMrBP6hff0fESyXnhL;2yLI$bp2n6tOR$yBmR5iTh;GT;;;
0JeEfxCcX0GuqDB$sitER$;0tMvCeo_z2Qg9N35jwDJZo;GT;;;
1d6xcPEtPAzvc4tfKRn0gC;1joREjP1XF7A1yiYCAtg7Q;GT;;;
1i5Ld_9wn3muR6HLudOdm9;3X7$pZ_e99fhYGXKMCln7S;GT;;;
1jCdPvHrD8c8FBvx8tV5Td;20Kp$Io2zDy9xUuhHJ8Q63;GT;;;
1hgBp2TmzEvRr5FjNo8rJP;2ebfycBi9CsBWp$kyi9U1H;GT;;;
1KeFpCeh5CM9s3cM_teNNz;2rYjDpq0H5GAJH2GD9zejy;GT;;;
0WJI2Y7_53_AFuVQRhjK7k;1AWCSdNsHB4wb9F_j8aGQm;GT;;;
0VwupX169CwxxSeRdb09NA;3Qywk57ff2geGRN0NrOnUR;GT;;;
2kiyiQ2lvENBFDb4gK8tQf;34hNs6SCP5KeiMUm2ucF9o;GT;;;
2Xg$vq1dn3KfUc$UCRuFQG;3JphQBs7r2eOJrAQP3hHpB;GT;;;
3P36g6cvz5C8rdWZO85c$I;3lBnM_5azBh9$8ISQy6OFQ;GT;;;
0VwupX169CwxxSeRdb09NA;0bhY5dK5b2D9cAfPa6iciI;GT;;;
1i5Ld_9wn3muR6HLudOdm9;3$b3wIbhH17Oub111pkLDF;GT;;;
06Pte0Tcj2TOJl7uUBr1ga;3$b3wIbhH17Oub111pkLDF;GT;;;
3$b3wIbhH17Oub111pkLDF;3qi6phczP7OuCtM2O$2tWc;GT;;;
1kRKeXrvr2OAul$zbdfUDJ;2rYjDpq0H5GAJH2GD9zejy;GT;;;
0vHEzwKjT0sPHEY5dCh3WS;3JphQBs7r2eOJrAQP3hHpB;GT;;;
0CI83dCJPExuUk6jHv_HqA;3JphQBs7r2eOJrAQP3hHpB;GT;;;
1i5Ld_9wn3muR6HLudOdm9;2YJhYNSNX4MBm47Tp6_Asb;GT;;;
2Z5WWI_LD3aBiSmfDoWx$G;3tQNSoEwH30OAuW0eJ8UrB;GT;;;
13Ov1SoL12y91pIvszNN_U;20Kp$Io2zDy9xUuhHJ8Q63;GT;;;
27HhqnJu9B0vRyQqfPdiu$;3qi6phczP7OuCtM2O$2tWc;GT;;;
0Zps7UP6v15v_OX_A9sUCL;1vARaIIRj0oRX2pyhHuzDt;GT;;;
0yrUlYlaD5iQH5qtvZru5c;1JCJhZImvB$AxeIVYMyC9n;GT;;;
19ovyKHuv1gxTe7IVaF5zo;2tlYZj4hDBZhpPGzvC86Hp;GT;;;
1XbqrhNIz4jQKQmvfxrbMP;3$b3wIbhH17Oub111pkLDF;GT;;;
1STVORG453jR_3joKZXVHz;3$b3wIbhH17Oub111pkLDF;GT;;;
1cOJ$PkQ150edVMhMxHRUv;1clm38N0r2PedYDEb3C372;GT;;;
0Zps7UP6v15v_OX_A9sUCL;3JphQBs7r2eOJrAQP3hHpB;GT;;;
1joREjP1XF7A1yiYCAtg7Q;3VvN1KmEn7zxWm85XNr_n_;GT;;;
1XbqrhNIz4jQKQmvfxrbMP;3PjQ6W0RTDsB2_GNR_9Ci9;GT;;;
0tMvCeo_z2Qg9N35jwDJZo;3Qywk57ff2geGRN0NrOnUR;GT;;;
2rYjDpq0H5GAJH2GD9zejy;3VvN1KmEn7zxWm85XNr_n_;GT;;;
0PNJtCD$5F6hK376rO4h89;0gQaaatRz29hdrFtHOSgqG;GT;;;
